original_index,text,product_title,price,rating,content_hash,info_complete,is_actionable,complaint_category,resolution_recommendation,quality_status,model_id
52280,"I really wanted to love this dress... But it is horrible. The elastic around the waist is very uncomfortable and unflattering. It makes me look like a cow. (And I'm pretty average in size.) 5'4... 140lb. I Purchased a large. I am confused as to why there are BIG loops on each side for a belt, but no belt included... It does show one in the picture! Maybe if it came with the belt, it would have looked better?! I don't know, but I am sorry that I wasted my money and it makes me doubt online ordering in the future.",Alaster Womens Dress,29.99,1.0,9427c7642414aa65251bd0732448053b312e8c6ce09eadb0c34c452fbf09a6ec,1,1,Wrong or Incomplete Order,Full Refund,PROCESSED,gemini-2.5-pro
15023,This product is not worth the money. Save the money.,"Accutime Kids LOL Surprise Turquoise Educational Learning Touchscreen Smart Watch Toy for Girls, Boys, Toddlers - Selfie Cam, Learning Games, Alarm, Calculator, Pedometer & More (Model: LOL4320OMGAZ)",31.42,1.0,9d9534e4131cb439f461d7387e8459573136e12ae7be195a08ec404a0902610b,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
57439,Run small,"Leadtex Women's 1920s Fringed Flapper Dresses Costume Dress with Feather Headband,Beaded Necklace Black 8-10",19.99,1.0,ccd8bfcfe06c09aac48084536f74f5c6eeb042441a7c44fc674f0701469e3a36,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
51428,Ended up being smaller than what they looked like in the picture. Cant return. A little disappointed since I wasnt able to use them. They look good thought and seem to be good quality especially for the price.,Easter Bunny Tail Bunny Rabbit Tail Accessory Pom Pom Cosplay Costume Supplies Bunny Costume Accessories for Halloween Party,5.99,2.0,4d9c9ec5409e7ae3c17fca8f8e656819da2ac897d9467141e532db6c127e3d0a,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
29398,It is cute but did not hold my shawl together. Any pull and it comes undone.,Clip Holder Buckle Clasp Pin for Poncho Cape Cardigan Wrap Shawl Accessories,12.92,2.0,524490ebc18dedfeb13fc1b020f8b4ece810d67d67357bff087eb8e3eeea5662,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
23328,"Packing was poor so many of the posts got somewhat bent when processed at post office.  On several pair the backing fell off without even touching it so would not stay in ear.  I was able to salvage approximately half of the earrings on the card.  Planned to put them in flocked earring boxes I also purchased to give as gifts, but decided quality not good enough to do so.",20 Pairs Stud Earrings Crystal Pearl Earring Set Ear Stud Jewelry for Girls Women Men Silver and Gold,6.8,2.0,fc0c1f84aa7732a501ae529c227cd931ae04d4bf234a426e9b12e3a4cfa929af,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
1388,This sweatshirt is TOO BIG.  Sleeves are baggy.  Shoulder seams are too low on the arm.  Not very flattering.  Had purchased this as a Christmas present.  Wish I could return it.,"Russell Athletic Men's Dri-Power Fleece Hoodies & Sweatshirts, Moisture Wicking, Cotton Blend, Relaxed Fit, Sizes S-4X",31.24,2.0,9948366e0eadacaafc1825d07c4bde2f322c86b87ef5e31607b21d1178ebeb08,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
18827,it does not look like the picture and is not a sweater its a nasty fabric that feels aweful,"Eduavar Women Fall Tee Tops, Womens Fashion Gardient Letter Printed Long Sleeve Round Neck T Shirts Loose Tees Tunic Top",5.7,1.0,c995ec7d24e291527f79e0d67baac90d77d55f743bf5aa129ac9a5a08974da7c,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
38548,Leather wears off fast,LUUFAN Men's Genuine Leather Long Wallet Chain Wallet Card holder Wallet with Coin Pocket,25.59,1.0,e947acfc257eaa2a8a8274de1ad5528941e663278b2297a564c8cf84e979991b,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
42397,"Poor product. Fabric looks like it was just cut off the roll, no seaming. Poor material. Slips right off the face. Started a return",SATINIOR 3 Packs American Flag Face Bandana Seamless Outdoor for Hiking Ski Snowboard,9.99,1.0,e85b9e091c451c0f1157f72c4798161774575a345e45e2a9a266bbc8495f9209,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
12140,"I bought these with high hopes, but those were dashed the moment I put them on and instantly because dizzy looking around.  I went to my car to check the polarization and they failed big time.  I am not going to say you get what you pay for, because these cost slightly more than my old ones that my husband accidently broke and those were amazing.  Unfortunately they are no longer sold.",Tantino® Polarized Cat Eye Fashion Designer Sunglasses For Women,12.86,1.0,738cbd64439cf26549a539e44a2a2104ebf607d9b18ac994c7b8ce829095d1d9,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
23502,To thin,"RuenTech Soft Silicone Bands 6-Pack Silicone Bands Compatible with YAMAY SW020 SW021 SW023 ID205L ID205U ID205S Smart Watch Band, Replacement Quick Release Silicone Bands for Women&Men",13.98,2.0,705f3ed85154076c7a61489bdb381cd57a47ef73c349ee1340c0a91657aca4a4,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
58493,Washed it one time and it faded! Doesn't feel like a cotton cap feels stiff and fake like a shower cap!,"ABAMERICA Bouffant Caps with Button and Sweatband,Adjustable Working Hats for Women Men,One Size Fits All",9.98,2.0,9e4c6b7fb5a9871d67a2ad15ce10020050bf9d5e0d7a11fa63f35d7b6dc50fc6,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
15973,"Shouldve just listened to the reviews, but even the pink one looks & feels like youre putting on a scrub top.<br />Absolutely, in no way form or fashion, do I, nor would I ever, recommend buying this top.<br />I know it looks cute in the pics, but just DONT DO IT!!",SySea Womens Summer Short Sleeve T Shirts Slit V Neck Tunic Tops Casual Loose Cotton Tee,9.99,1.0,36ef71b03a54ba08568a067896e8f6cc359ac9ddeee855aa9fa0119d33839a5f,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
63821,hm,Magnetic Septum Nose Ring Horseshoe Magnetic Piercing Fake Nose Ring Hoop Reusable Nose Ring Hoop Non-Piercing 316L Stainless Steel,4.8,2.0,a7a9a53218ab0458394cc8c717ef58e5ddb22dd4dcff3a92824c7b4ced89022e,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
35207,"these shirts my wife ordered, she was displeased. The sizing is about a size lower than it's true size. So size Large is more like a size medium. On top of that when washing they faded.",NELEUS Women's 3 Pack Compression Base Layer Dry Fit Tank Top,21.96,2.0,604e7845561d0f08fd30ba2ec024ec64f48dc72127e33b3781ca860362c9c678,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
52697,If a bit small will streach and can see through,"Cabales Women's Tights Capri Active Yoga Running Pants Ankle Legging,Large,Style-3",6.99,1.0,d6babc4d7821809f7fe519d1b4b8c44267d2640ccfc876e9115d63b34ff102c8,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
49608,Latch stopped working after four wearings.,14k White Gold 3mm Thickness Hoop Huggie Earrings (14 x 14 mm),117.0,1.0,f978eab204874df9c120df7cfd9a216ac003a5f967b99c68ee43e2634a6440f3,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
35157,"Even prior to washing, these were WAYY too tight. Length wise fit perfect, but were the equivalent to skinny jeans in the sweats world..","Puma Mens Fleece Pant, Many Size & Colors",36.99,1.0,d185afae0b1853011810773cec71dcf84f4e3420d3cdefc45fb49042f322d035,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
34720,"I normally wear a small or medium but ordered this in a large because I wanted a big comfy sweatshirt to wear to a casual Christmas party. I was so disappointed when this arrived. Fit more like a small but even worse, it wasnt a sweatshirt. It is a very cheap thin polyester material. And the Santa/wineglass design is weirdly placed halfway down the front of the shirt. Tried to return but the seller has not responded to my request.",Women's Christmas Sweatshirt Women's Christmas Wine Glass Print Shirts Tops Women's Long Sleeve Round Neck Blouse Top,14.99,1.0,f2138680b5206d3c6b8b94b8aeec09a89b4119018e4ea539f71a177d8aa03e02,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
48290,Not warm and way too bulky,OZERO Waterproof Winter Gloves Men Women -30 	 Cold Proof Touchscreen Anti Slip Silicon Palm - Heated Glove Thermal for Driving Cycling Motorcycle in Cold Weather Warmest Gifts for Dad,29.96,1.0,5c60e57843c7898f71696658162188dbf462995fbcc4286a53ecf48eddb6e46b,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
19957,broke to easy,Owl Round Retro Vintage Circle Style Sunglasses Colored Metal Frame Small frame 43 mm and 55 mm,3.99,1.0,9f86623dba5c8437dc9a256bf7919364d6d36eaf9fb6782f5de3bd65e0bc0b09,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
34102,Did not get soft to mold to my teeth,LuReen Grillz Molding Bars x 8 - One Size Fits All Custom Sizable Molding Bars,6.99,1.0,fcebfccfc59baca461de6f5e493a1e16eecb346b5c066df9ce885b6b44693abd,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
58341,"They were supposed to be one size fits most, but they were much too loose for my husband.  I'm returning them.","Secure (1 Pair Ultra Soft Non Slip Grip Slipper Socks, Yellow - Fall Injury Prevention Hospital Tread Sock for Safety, Comfort and Warmth",7.99,1.0,8078b9cd4c6796b339fa3fce04997da7cc144ddde23594e97490cf2c292e8bf1,1,1,Incorrect Size / Fit,Full Refund,PROCESSED,gemini-2.5-pro
2761,TERRIBLE product.,Deniferymakeup Exaggerate Metal Skeleton Bracelet Halloween Accessories Ghost Claw Ornaments Gothic Finger Skeleton Bracelet Flexible to Wear for Your Halloween Cosplay Costume,9.98,1.0,f73f79334159820a1332c8bc41d8e038a5e0b6c6ffbd9a435b320844d09a6fd4,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
18021,Fair price,Tulumba Evil Eye Bracelet,9.99,2.0,fc8f8d1e16461ae5af9962f2f3f5ce477f0a269299b594774703d7cbfa4ee651,1,0,N/A,N/A,PROCESSED,gemini-2.5-pro
51919,"The description says chips, the picture photo is of rocks. You will be very disappointed if you go by the misleading photo. The price is fine for what you are receiving. The stones are tiny and thin. Should compare stones to the size of a dime or nickel at best.  Color is very nice. If you are looking for CHUNKS, this is not the purchase for you. I gave this a 2 only because the seller is using a misleading photo to sell these stones.",JUST IN STONES Natural Aquamarine Polished Chips Crushed Tumbled Stone Crystal Healing Embellishments 100 Grams,7.99,2.0,3e54c944b2e2cc9babd6f6666ef49d2352495ddf9175e88d63f536099296360c,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
4304,Really cute earrings but they arrived bent and do not open and close properly . Im usually very happy with my Amazon purchases but these earrings were a waste of money . I guess you get what you pay for.,ALEXCRAFT Gold Hoop Earrings Diamond Stud Earrings Gold Earrings Set 14K Gold Plated Small Chunky Hoop Earrings Huggie Earrings for Women Girls,13.99,2.0,03d204ec96e2e52091a6737a06dd60a480fc0dc9d0db2185ffb5d26a79272983,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
62409,"Product was broken when I recieved it. The ""crystal "" is plastic and this is not at all what I expected! Feels like I ordered from wish instead of Amazon.",Olbye Fashion Five-pointed Star Necklace Hexagonal Stone Necklace for Women Crystal Pendant Necklace Jewelry,4.99,1.0,016c2d981b94262c09d1eb91125eacecd6a8b98cf132f9747921a3df92e46d6e,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
63366,Shower curtain is vinyl not fabric as listed. Returning product.,"InterestPrint Seashell Home Decor, Sand Starfish Blue Wooden Back Polyester Fabric Shower Curtain Bathroom Sets 72 X 72 Inches",38.98,1.0,a51e7bd517e2974f9637c553d38c6bcaeaa91862aed420eeeee27f7faf1939b0,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
63470,It was super cheap material. The fabric broke on the headband piece. You get what you pay for the price.,"CLGIFT Rose Gold Mickey Ears, Sparkly Mickey Ears, Rose Gold Minnie Ears, Rose Gold Ears, HANDMADE, one size fits all",11.99,1.0,69b6aeb9a60e8c3cb3535b941f45a463d336e4a5e89dccae1f372bead53e4ae2,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
2172,"I bought this Black Nike Drifit shirt in Medium. It was to big/long. I'm 5'2 129lbs 34C. This shirt I think is Fake, not Nike. It is so thin, nothing like my other black Drifit longsleeve hooded Nike shirt I have. Don't buy it, you'll end up Returning it, I did. Poor Quality.",Nike Womens Dri-Fit Fitness Workout T-Shirt,37.99,1.0,dfa83b6ebef5a04742744c960f56ffc96c1636cd16c58b403c7ae207e1ff4a7b,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
28560,"Pros: Price, effectiveness<br />Cons: The nose piece on the product has rough edges, which rubbed two red raw patches on either side of my nose which then scabbed.<br /><br />I'm going to attempt to cover the nose piece with kenesio tape but will not be purchasing these again, even accounting for the low price.",Cycling Triathlon Running Clothing Xloop Sunglasses 4651 (Blue),11.99,2.0,fdd27dd347cda4b006cc10ecdeaa867c2e24565380cf7203170ec7c48bcca0ba,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
33480,"I ordered this leotard to be brand new, the leotard I received was used & had a name written on the tag.",Capezio Girls Short Sleeve Leotard - Girls,9.48,1.0,7030bd53526e5496a8125cf078df1bf804a0196c7e612caa9e1a0f8b2336f511,1,1,Wrong or Incomplete Order,Resend,PROCESSED,gemini-2.5-pro
64827,"Cheap, don't waste your money.",Owl Unisex Aviator Style Sunglasses Mirrored and Smoke Lens Spring Hinge Assorted Colorful Frames,3.99,2.0,4610d03a7561936c833a3d9a45d2a3e906960a1092d7697b94a5c06ce38f691d,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
13590,Beware! Don't waste your money. They lit up for exactly one minute then stopped. So irritating.,FlashingBlinkyLights Green LED Light Up Suspenders,16.99,1.0,6d50e9fa5011bec071eaa20c0f4023b93782d759e49050eb50aeb7a88a08dd01,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
63426,To small need the lg not med,shengfan Women's Two Piece Outfits Tracksuit Jogger Outfit Sweatshirt and Sweatpants Sports Sets,24.0,2.0,a816ad89732965259efcb040367c2185eda68c9b9203541e08e3f801b69df0c8,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
12126,"Paper thin you couldnt actually wear this, I put it on my mannequin and it still looked very cheap",Jason Party Women's Christmas Elf Costume Mrs Claus Adult Santa's Helper Outfit,19.98,1.0,a49a4423ec1001bc12097d17d27f58b1b6d2101e80eb9b8cfe1936be02ea6967,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
59780,"My clothes under, and the inside of my boots still get wet",RainRider Workwear Bib Rain Pants for Men Women Heavy Duty Trousers Waterproof Work Pants Fishing Overalls,34.99,2.0,1ff9b90bc1c6fecf80ba6e9a26d82b6cbf951c4c23e4c9a804cd0bd01fd20f06,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
26001,Its a tank top. Not a compression shirt. There is no compression and I ordered a size smaller.,NELEUS Men's 3 Pack Athletic Compression Under Base Layer Sport Tank Top,22.89,1.0,4df87e470493c28d45fe1c7beb8e8d4a91fbf81838d0a40cb570d5943af345ce,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
44635,"Gym, felt like I had on a medium, still wearing them . Just tight on lol",CADMUS Women's 3 Pack Running Compression Long Sleeve T Shirt,33.39,2.0,9c8d0ab638dc5b6168656b2fcd153cd9c631c202bad135e4f565ae4c68f6e4f6,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
39903,Daughter was allergic to the material. After about 5 minutes she broke out in hives. Definitely read labels before purchasing. Easy with return,"Disney Minnie Mouse, Medium (3T-4T)",21.49,1.0,0c7a21e783273c5de8552f85e7221f54d3be78632b89ca027ab6ec794140deb0,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
53049,It's not what I expected. Well in the picture it looks better than how it rlly looks.,Cutesmile Fashion Jewelry 925 Sterling Silver 2mm Beads Chain Necklace for Men Women,10.8,1.0,e9b720f90183e0f8b8529f4631704dab9cfc8e83acd2e00fb29b243ba912e316,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
61162,Not a great product but decent i guess. Was ok for the price,"RGA Elbow Pads,Basketball Shooter Sleeves,Basketball Elbow Arm Guard Sleeve Padded Compression Protection Elbow Arm Sleeve",9.99,2.0,867a6351567e29816c6091fe65aae5c17922960a4b3b9207db14c12e68b6dd8e,1,0,N/A,N/A,PROCESSED,gemini-2.5-pro
40171,This item looks used! It's all scratched and worn!,totes Auto Open Umbrella w/Black Handle (Black),19.95,1.0,c2e0e36f1e2d5e89f7f0fc519a43af71ed18ce4b99e6eaa2de8777bde1c8f10a,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
47334,I liked these and thought they fit well.  They are in the case when not being worn.  Today I opened them and one of the arms broke off. $10 .... so can't be mad.,"Polarized Sports Sunglasses for Men Women Fishing Baseball Cycling Running Motorcycle Crossfire, Outdoor UV Protection",20.99,2.0,74cc9ccba88e12404dd13e49973015f4587335b9dc43f4f78601d4357e24d20c,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
56843,Gloves are kind of crunchy when the weather is really cold.,IGLOOSBUILT Men's Insulated Waterproof Fleece Gloves,14.99,1.0,4887aded884e8fc73775723432b0483823674cde806ca20facd0fa189cc014e6,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
13190,Shows up with a tag on it that says Large Santa Hat $2.98. So theyre gouging you on the price. The quality is consistent with a $3 Santa hat. Not good.,Santas Hat (Large),10.98,1.0,ca2da0d3b7670a62a3fbecbeefe06df644c3870235b4a6ef18f5c848c901ebcb,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
15129,"I used to find that this company had pretty solid craftsmanship of their bracelets, but as of late, the barely hold up a week with normal wear.","Sublime Gifts 1pc Natural Rose Quartz Healing Crystal Chip Gemstone 7"" Stretch Bracelet",7.95,2.0,62bd6a6c89d1665914fd2aed8a88431721f84fc9679834edaab4a63779641178,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
14602,Very hard material. Not comfortable.,"Vertico - Rubber Shower Flip Flops | Quick Dry, Lightweight Protection Sandals",14.31,2.0,1214856e274e9da1e14b62925ab3343c7821872805384cfa7f2abb24d62fa4aa,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
35039,"Just two months after purchase and two wearings, the seam at the neck unraveled.",Capezio Girls Short Sleeve Leotard - Girls,9.48,1.0,f39fbb2b1e4af48174b19d4335317d38edee4899e3bdd33c77a3e863192251ac,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
37397,Was so upset the first time I wore them one came off my ear and I never did find it,ALoveSoul Wooden Earrings for Women - Big Round Circle Geometric Wood Drop Dangle Hook Earrings,9.86,1.0,ccf6eb0b7c7ba3404f0e7839e8246e505f91ca3a47e2effdbaff86c36539c140,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
60877,When the items came I was expecting a little bit more than plastic jewelry. But it served its purpose.,Topwholesalejewel Gold Crystal Rhinestone Chandelier Drop Dangle Earrings & Chandelier Wave Shaped Necklace Jewelry Set,9.99,2.0,b82c7909bcc247af41a68320788d7ac055cf273784af71d2a2a0c05578257cb2,1,0,N/A,N/A,PROCESSED,gemini-2.5-pro
59238,"This is a nice looking piece, but I was looking for something I could wear at all times for religious reasons. After only a few days it broke, and I was able to fix it. Well, a few days later it broke again, and it discovered it's plated with pewter as well as I started to see a copper looking metal under the plating. The chain is also very uncomfortable to wear for long periods of time. To add insult to injury I had to pay shipping to return it. If you're looking for something you don't wish to take off, and not have it break keep looking.",Pentadraca for Achievement of Goals Pendant Charm Amulet Talisman By Anne Stokes From Carpe Noctum Collection (CA10),24.95,2.0,d341b319c68eea55712aa63f3308193692554f1b30d6efa825af6a9b8d646643,1,1,Damaged or Defective,Full Refund,PROCESSED,gemini-2.5-pro
24977,They don't hold the socks together.,"Sock Washing Locks - Sock Clips for Washing Machine, Lost Sock Keeper - Laundry Tool for Socks - 3-Pack, 8 Pairs Each",14.99,1.0,54f99a234366e9a594151fdbe39e2a7cdef18b28e04f62990b3ee0dd47b1113e,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
63314,Don't buy this!!! It's terrible,Christmas Vacation Cousin Eddie Black Dickie,12.99,1.0,16fd340877d7a75a03dd4363c07526cf82b7533f576c796de0c8be3b9d3aa294,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
5190,Not worth the money only got one small piece.,"Tong Gu Solid Elastic Rib Knit Fabric Cuffs Knit Collar Trim Jersey Cotton Neck DIY for T-Shirt Jackets (Green, Length x Width: 17x3 in)",8.99,1.0,f93b7a9ab0baa3c4bd052f21d18c63e3acf2a513ba180741e89119a346418187,1,1,Wrong or Incomplete Order,Resend,PROCESSED,gemini-2.5-pro
60710,"Edging fell off after first run through the washing machine.  Also, velcro pads are waayy tooo  small.  Would not close around my mother's neck.  The loose fit allowed food + toothpaste to leak onto her clothes.","Personal Touch Deluxe Terry Adult Bibs with Closure, 100% Cotton, 3-Pack Size 18X30 (3 Blue)",12.49,1.0,cb3d5b0dbda7094b9f779a5635d84675b2b4f85b69ed330d1543a221759d1711,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
24211,Not what we thought it was,Floerns Women's Two Piece Outfit Floral Off Shoulder Drawstring Crop Top and Skirt Set,38.99,1.0,834dbabc57252abad0ed23e6a1d5a136437604abefb0078c714123c54a59e016,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
53548,"Holes holes holes, On the first wash...","Premium Bamboo Crew Work Socks- Quarter High Moisture Wicking, Odor Eliminating",23.95,1.0,041cabbd09410a0af862e4528b3a1320666ae21e2665cbdc62b4a6ef2ac903c5,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
21580,I was disappointed in the glasses that came in the Tom Ford case were not Tom Ford but were pink Michael Kohrs sunglasses,TOM FORD FT0144 Marko Sunglasses Shiny Rhodium w/ Blue (18V) TF144 18V 58mm Authentic + Cleaning Care-Kit,249.99,1.0,b1dc37f26e73c495faaaa2adaba8f6c22489b3af441b80e5432718779dedf3c4,1,1,Wrong or Incomplete Order,Resend,PROCESSED,gemini-2.5-pro
30627,"You get what you pay for, the painting on the mushroom was incredibly off and poorly done.",Cngstar Colored Mushrooms Necklace-Creative Funny Choker Necklace Pendant for Women Jewellery Gifts,5.99,2.0,328d7b1c4b7b740f3edc3b26076d502a082d0679a6442ef98bcefdf9a32a165c,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
64463,Not the size ordered. The label says the size I ordered but the item fits a child or a very small woman.,Hemlock Men Hooded Coats Long Cardigan Sweater Long Sleeve Autumn Hoodies Jacket Jumpers Outwear Blazer Pollover,17.99,1.0,f365855aa6801ad43a4e1bec347728e88bf8ceaec52746b64905b6904b1b1fb4,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
57741,In the first use itself the stitches came apart.,Disguise Elsa Gloves Costume,15.99,1.0,ec5e73a0582ad31e30f54e21f5a3aee3d5c9861565d99d13fe90bfc724b915fc,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
31589,Runs small,U.S. Polo Assn. Essentials Womens French Terry Joggers with Pockets  Sweatpants for Women,19.95,1.0,84647182af0356238c78110799bf163e4382ac86c4b3f99b23913419b16e427a,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
3981,"Comfortable fit for a small adult head, very fleecy texture inside. The leathery logo with Bluetooth controls flashes bright blue so it's pretty obvious that the hat contains a headset unless you cover the light. The controls are easy to locate and use by touch alone. It's also very easy to take out the electronic bits if you need to clean the fabric. There is a small drop-shaped zipper pull in the hem of the fleece, and a roomy pocket with velcro tabs to secure the headphones and connecting wire.<br /><br />Sound is fine for listening to spoken word material or workout music, but the right speaker with the Bluetooth components has a constant high-pitched chittering sound common to many wireless headphones.<br /><br />Bluetooth connection starts to have trouble more than 10-15 feet away, or if any walls come between the unit and your Bluetooth audio source.<br /><br />For those who prefer to hear what's going on around you, these do allow a good bit of outside sound in. Definitely not noise cancelling at all.<br /><br />My unit was an open-box Warehouse Deals package. Was missing the DC 5V Micro USB cable that was described in the manual.","SoundBot® WEAVE HD Stereo Bluetooth 4.1 Wireless Smart Beanie Headset Musical Knit Headphone Speaker Hat Speakerphone Cap w/ 5Hrs Music Streaming & 7Hrs Hands-Free Talking, 60Hrs Standby, Built-in Mic",14.99,2.0,f150a6eca2798888a6f8cdb95c295ed4be46413c41ed63020c80320c6116aea7,1,1,Wrong or Incomplete Order,Resend,PROCESSED,gemini-2.5-pro
48725,Rubber between toes is hard and rub skin raw,"Vertico - Rubber Shower Flip Flops | Quick Dry, Lightweight Protection Sandals",14.31,1.0,1984808f32fdb3f2bb426d0f91e1edecaf21186d86fd1bd02b83f7dcbc376fe8,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
52075,I was not happy with the way it fit!,"Different Touch Men's G-unit Style Tank Tops Square Cut Muscle Rib A-Shirts, Pack of 2",21.99,1.0,fa212b90f69cc104ac4becc13b8e4c1e8e141133375e7fce66ac54b1d39753b7,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
34899,Dangle fell off after a few days.,Pierced Owl 14GA Rose Gold Plated Stainless Steel Vine with Crystal Gems Dangling Belly Button Ring,11.19,1.0,85d0314ff23c302f94d982771cbaab0b674836e554134670e077f3ca5dd293ac,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
31410,The color changed after a week.,"Humble Chic 14K Gold Plated or Silver Tone Ear Crawler Earrings for Women - Delicate Leaf Ear Climbers, Hypoallergenic Ear Cuff Studs, Safe for Sensitive Ears",17.89,1.0,7c7dbe27a275db53179628f4299fd1ac801f0acc67c32bf0e4343ae035b354f0,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
52566,Cheap Halloween novelty costume look.,HZMAN Authentic Wide Genuine Leather Casual Mens Brown Cuff Bangle Bracelet,13.99,1.0,b72611810882dd08b870997f48b2c025fe1804b1dbfa45e0fe0aa8e7c0cccfa1,1,0,N/A,N/A,PROCESSED,gemini-2.5-pro
46353,"Material is good but the size too small & I can't use it,  medium size would fit me better .",Go2Socks Women's Standard Athletic Compression,18.95,2.0,4e5736b2a1151c1b8c953d26b582f96680450985b40aead6fadd378209b9e3f3,1,1,Incorrect Size / Fit,Replacement,PROCESSED,gemini-2.5-pro
32330,Poor quality. No returns.,Disguise Power Rangers Dino Charge Beast Saber Sword goes with Morpher Costumes for Kids,19.99,1.0,0f3d74a1597082fe33d0ab89f4b93566225294320e5e0925fdf37ff8bede9348,0,0,N/A,N/A,PROCESSED,gemini-2.5-pro
51004,I scented the wooden bead then I went to attach my keys and it immediately broke,"NYNPPUE Cow Print Silicone Beaded Wristlet Bracelet Keychain,Leather Tassels Car Keychain Key Ring for Women",11.99,1.0,6f723e90d8079c523a73b99494d79708bc9f474c279680aa3b861eea85a8ba43,1,1,Damaged or Defective,Replacement,PROCESSED,gemini-2.5-pro
38046,"These arrived stuffed into a thin plastic bag.  There was no manufacturer related packaging or branding, information, etc.  They feel cheap and the fit/finish is poor.  Yet another bogus product being sold on Amazon.  Buyer beware.","Birkenstock Adult BirkoSport Arch Support Insoles, Blue, 14-14.5 Women/12-12.5 Men",69.95,1.0,dac9e7556e1c4ef85655dd2ae4a22bccc8fd8282363309e841535277c26e2ddd,1,1,Item Not as Described,Full Refund,PROCESSED,gemini-2.5-pro
